msa,pmsa,state,county_fips,state_fips,county
1692,80,OH,133,39,Portage
NA,NA,OH,135,39,Preble
NA,NA,OH,137,39,Putnam
4800,NA,OH,139,39,Richland
NA,NA,OH,141,39,Ross
NA,NA,OH,143,39,Sandusky
NA,NA,OH,145,39,Scioto
NA,NA,OH,147,39,Seneca
NA,NA,OH,149,39,Shelby
1320,NA,OH,151,39,Stark
1692,80,OH,153,39,Summit
9320,NA,OH,155,39,Trumbull
NA,NA,OH,157,39,Tuscarawas
NA,NA,OH,159,39,Union
NA,NA,OH,161,39,Van Wert
NA,NA,OH,163,39,Vinton
1642,1640,OH,165,39,Warren
6020,NA,OH,167,39,Washington
NA,NA,OH,169,39,Wayne
NA,NA,OH,171,39,Williams
8400,NA,OH,173,39,Wood
NA,NA,OH,175,39,Wyandot
NA,NA,OK,1,40,Adair
NA,NA,OK,3,40,Alfalfa
NA,NA,OK,5,40,Atoka
NA,NA,OK,7,40,Beaver
NA,NA,OK,9,40,Beckham
NA,NA,OK,11,40,Blaine
NA,NA,OK,13,40,Bryan
NA,NA,OK,15,40,Caddo
5880,NA,OK,17,40,Canadian
NA,NA,OK,19,40,Carter
NA,NA,OK,21,40,Cherokee
NA,NA,OK,23,40,Choctaw
NA,NA,OK,25,40,Cimarron
5880,NA,OK,27,40,Cleveland
NA,NA,OK,29,40,Coal
4200,NA,OK,31,40,Comanche
NA,NA,OK,33,40,Cotton
NA,NA,OK,35,40,Craig
8560,NA,OK,37,40,Creek
NA,NA,OK,39,40,Custer
NA,NA,OK,41,40,Delaware
NA,NA,OK,43,40,Dewey
NA,NA,OK,45,40,Ellis
2340,NA,OK,47,40,Garfield
NA,NA,OK,49,40,Garvin
NA,NA,OK,51,40,Grady
NA,NA,OK,53,40,Grant
NA,NA,OK,55,40,Greer
NA,NA,OK,57,40,Harmon
NA,NA,OK,59,40,Harper
NA,NA,OK,61,40,Haskell
NA,NA,OK,63,40,Hughes
NA,NA,OK,65,40,Jackson
NA,NA,OK,67,40,Jefferson
NA,NA,OK,69,40,Johnston
NA,NA,OK,71,40,Kay
NA,NA,OK,73,40,Kingfisher
NA,NA,OK,75,40,Kiowa
NA,NA,OK,77,40,Latimer
NA,NA,OK,79,40,Le Flore
NA,NA,OK,81,40,Lincoln
5880,NA,OK,83,40,Logan
NA,NA,OK,85,40,Love
5880,NA,OK,87,40,McClain
NA,NA,OK,89,40,McCurtain
NA,NA,OK,91,40,McIntosh
NA,NA,OK,93,40,Major
NA,NA,OK,95,40,Marshall
NA,NA,OK,97,40,Mayes
NA,NA,OK,99,40,Murray
NA,NA,OK,101,40,Muskogee
NA,NA,OK,103,40,Noble
NA,NA,OK,105,40,Nowata
NA,NA,OK,107,40,Okfuskee
5880,NA,OK,109,40,Oklahoma
NA,NA,OK,111,40,Okmulgee
8560,NA,OK,113,40,Osage
NA,NA,OK,115,40,Ottawa
NA,NA,OK,117,40,Pawnee
NA,NA,OK,119,40,Payne
NA,NA,OK,121,40,Pittsburg
NA,NA,OK,123,40,Pontotoc
5880,NA,OK,125,40,Pottawatomie
NA,NA,OK,127,40,Pushmataha
NA,NA,OK,129,40,Roger Mills
8560,NA,OK,131,40,Rogers
NA,NA,OK,133,40,Seminole
2720,NA,OK,135,40,Sequoyah
NA,NA,OK,137,40,Stephens
NA,NA,OK,139,40,Texas
NA,NA,OK,141,40,Tillman
8560,NA,OK,143,40,Tulsa
8560,NA,OK,145,40,Wagoner
NA,NA,OK,147,40,Washington
NA,NA,OK,149,40,Washita
NA,NA,OK,151,40,Woods
NA,NA,OK,153,40,Woodward
NA,NA,OR,1,41,Baker
NA,NA,OR,3,41,Benton
6442,6440,OR,5,41,Clackamas
NA,NA,OR,7,41,Clatsop
6442,6449,OR,9,41,Columbia
NA,NA,OR,11,41,Coos
NA,NA,OR,13,41,Crook
NA,NA,OR,15,41,Curry
NA,NA,OR,17,41,Deschutes
NA,NA,OR,19,41,Douglas
NA,NA,OR,21,41,Gilliam
NA,NA,OR,23,41,Grant
NA,NA,OR,25,41,Harney
NA,NA,OR,27,41,Hood River
4890,NA,OR,29,41,Jackson
NA,NA,OR,31,41,Jefferson
NA,NA,OR,33,41,Josephine
NA,NA,OR,35,41,Klamath
NA,NA,OR,37,41,Lake
2400,NA,OR,39,41,Lane
NA,NA,OR,41,41,Lincoln
NA,NA,OR,43,41,Linn
NA,NA,OR,45,41,Malheur
6442,7080,OR,47,41,Marion
NA,NA,OR,49,41,Morrow
6442,6440,OR,51,41,Multnomah
6442,7080,OR,53,41,Polk
NA,NA,OR,55,41,Sherman
NA,NA,OR,57,41,Tillamook
NA,NA,OR,59,41,Umatilla
NA,NA,OR,61,41,Union
NA,NA,OR,63,41,Wallowa
NA,NA,OR,65,41,Wasco
6442,6440,OR,67,41,Washington
NA,NA,OR,69,41,Wheeler
6442,6440,OR,71,41,Yamhill
NA,NA,PA,1,42,Adams
6280,NA,PA,3,42,Allegheny
NA,NA,PA,5,42,Armstrong
6280,NA,PA,7,42,Beaver
NA,NA,PA,9,42,Bedford
6680,NA,PA,11,42,Berks
280,NA,PA,13,42,Blair
NA,NA,PA,15,42,Bradford
6162,6160,PA,17,42,Bucks
6280,NA,PA,19,42,Butler
3680,NA,PA,21,42,Cambria
NA,NA,PA,23,42,Cameron
240,NA,PA,25,42,Carbon
8050,NA,PA,27,42,Centre
6162,6160,PA,29,42,Chester
NA,NA,PA,31,42,Clarion
NA,NA,PA,33,42,Clearfield
NA,NA,PA,35,42,Clinton
7560,NA,PA,37,42,Columbia
NA,NA,PA,39,42,Crawford
3240,NA,PA,41,42,Cumberland
3240,NA,PA,43,42,Dauphin
6162,6160,PA,45,42,Delaware
NA,NA,PA,47,42,Elk
2360,NA,PA,49,42,Erie
6280,NA,PA,51,42,Fayette
NA,NA,PA,53,42,Forest
NA,NA,PA,55,42,Franklin
NA,NA,PA,57,42,Fulton
NA,NA,PA,59,42,Greene
NA,NA,PA,61,42,Huntingdon
NA,NA,PA,63,42,Indiana
NA,NA,PA,65,42,Jefferson
NA,NA,PA,67,42,Juniata
7560,NA,PA,69,42,Lackawanna
4000,NA,PA,71,42,Lancaster
NA,NA,PA,73,42,Lawrence
3240,NA,PA,75,42,Lebanon
240,NA,PA,77,42,Lehigh
7560,NA,PA,79,42,Luzerne
9140,NA,PA,81,42,Lycoming
NA,NA,PA,83,42,McKean
7610,NA,PA,85,42,Mercer
NA,NA,PA,87,42,Mifflin
NA,NA,PA,89,42,Monroe
6162,6160,PA,91,42,Montgomery
NA,NA,PA,93,42,Montour
240,NA,PA,95,42,Northampton
NA,NA,PA,97,42,Northumberland
3240,NA,PA,99,42,Perry
6162,6160,PA,101,42,Philadelphia
5602,5660,PA,103,42,Pike
NA,NA,PA,105,42,Potter
NA,NA,PA,107,42,Schuylkill
NA,NA,PA,109,42,Snyder
3680,NA,PA,111,42,Somerset
NA,NA,PA,113,42,Sullivan
NA,NA,PA,115,42,Susquehanna
NA,NA,PA,117,42,Tioga
NA,NA,PA,119,42,Union
NA,NA,PA,121,42,Venango
NA,NA,PA,123,42,Warren
6280,NA,PA,125,42,Washington
NA,NA,PA,127,42,Wayne
6280,NA,PA,129,42,Westmoreland
7560,NA,PA,131,42,Wyoming
9280,NA,PA,133,42,York
6483,NA,RI,1,44,Bristol
6483,NA,RI,3,44,Kent
NA,NA,RI,5,44,Newport
6483,NA,RI,7,44,Providence
6483,NA,RI,9,44,Washington
NA,NA,SC,1,45,Abbeville
600,NA,SC,3,45,Aiken
NA,NA,SC,5,45,Allendale
3160,NA,SC,7,45,Anderson
NA,NA,SC,9,45,Bamberg
NA,NA,SC,11,45,Barnwell
NA,NA,SC,13,45,Beaufort
1440,NA,SC,15,45,Berkeley
NA,NA,SC,17,45,Calhoun
1440,NA,SC,19,45,Charleston
3160,NA,SC,21,45,Cherokee
NA,NA,SC,23,45,Chester
NA,NA,SC,25,45,Chesterfield
NA,NA,SC,27,45,Clarendon
NA,NA,SC,29,45,Colleton
NA,NA,SC,31,45,Darlington
NA,NA,SC,33,45,Dillon
1440,NA,SC,35,45,Dorchester
600,NA,SC,37,45,Edgefield
NA,NA,SC,39,45,Fairfield
2655,NA,SC,41,45,Florence
NA,NA,SC,43,45,Georgetown
3160,NA,SC,45,45,Greenville
NA,NA,SC,47,45,Greenwood
NA,NA,SC,49,45,Hampton
5330,NA,SC,51,45,Horry
NA,NA,SC,53,45,Jasper
NA,NA,SC,55,45,Kershaw
NA,NA,SC,57,45,Lancaster
NA,NA,SC,59,45,Laurens
NA,NA,SC,61,45,Lee
1760,NA,SC,63,45,Lexington
NA,NA,SC,65,45,McCormick
NA,NA,SC,67,45,Marion
NA,NA,SC,69,45,Marlboro
NA,NA,SC,71,45,Newberry
NA,NA,SC,73,45,Oconee
NA,NA,SC,75,45,Orangeburg
3160,NA,SC,77,45,Pickens
1760,NA,SC,79,45,Richland
NA,NA,SC,81,45,Saluda
3160,NA,SC,83,45,Spartanburg
8140,NA,SC,85,45,Sumter
NA,NA,SC,87,45,Union
NA,NA,SC,89,45,Williamsburg
1520,NA,SC,91,45,York
NA,NA,SD,3,46,Aurora
NA,NA,SD,5,46,Beadle
NA,NA,SD,7,46,Bennett
NA,NA,SD,9,46,Bon Homme
NA,NA,SD,11,46,Brookings
NA,NA,SD,13,46,Brown
NA,NA,SD,15,46,Brule
NA,NA,SD,17,46,Buffalo
NA,NA,SD,19,46,Butte
NA,NA,SD,21,46,Campbell
NA,NA,SD,23,46,Charles Mix
NA,NA,SD,25,46,Clark
NA,NA,SD,27,46,Clay
NA,NA,SD,29,46,Codington
NA,NA,SD,31,46,Corson
NA,NA,SD,33,46,Custer
NA,NA,SD,35,46,Davison
NA,NA,SD,37,46,Day
NA,NA,SD,39,46,Deuel
NA,NA,SD,41,46,Dewey
NA,NA,SD,43,46,Douglas
NA,NA,SD,45,46,Edmunds
NA,NA,SD,47,46,Fall River
NA,NA,SD,49,46,Faulk
NA,NA,SD,51,46,Grant
NA,NA,SD,53,46,Gregory
NA,NA,SD,55,46,Haakon
NA,NA,SD,57,46,Hamlin
NA,NA,SD,59,46,Hand
NA,NA,SD,61,46,Hanson
NA,NA,SD,63,46,Harding
NA,NA,SD,65,46,Hughes
NA,NA,SD,67,46,Hutchinson
NA,NA,SD,69,46,Hyde
NA,NA,SD,71,46,Jackson
NA,NA,SD,73,46,Jerauld
NA,NA,SD,75,46,Jones
NA,NA,SD,77,46,Kingsbury
NA,NA,SD,79,46,Lake
NA,NA,SD,81,46,Lawrence
7760,NA,SD,83,46,Lincoln
NA,NA,SD,85,46,Lyman
NA,NA,SD,87,46,McCook
NA,NA,SD,89,46,McPherson
NA,NA,SD,91,46,Marshall
NA,NA,SD,93,46,Meade
NA,NA,SD,95,46,Mellette
NA,NA,SD,97,46,Miner
7760,NA,SD,99,46,Minnehaha
NA,NA,SD,101,46,Moody
6660,NA,SD,103,46,Pennington
NA,NA,SD,105,46,Perkins
NA,NA,SD,107,46,Potter
NA,NA,SD,109,46,Roberts
NA,NA,SD,111,46,Sanborn
NA,NA,SD,113,46,Shannon
NA,NA,SD,115,46,Spink
NA,NA,SD,117,46,Stanley
NA,NA,SD,119,46,Sully
NA,NA,SD,121,46,Todd
NA,NA,SD,123,46,Tripp
NA,NA,SD,125,46,Turner
NA,NA,SD,127,46,Union
NA,NA,SD,129,46,Walworth
NA,NA,SD,135,46,Yankton
NA,NA,SD,137,46,Ziebach
3840,NA,TN,1,47,Anderson
NA,NA,TN,3,47,Bedford
NA,NA,TN,5,47,Benton
NA,NA,TN,7,47,Bledsoe
3840,NA,TN,9,47,Blount
NA,NA,TN,11,47,Bradley
NA,NA,TN,13,47,Campbell
NA,NA,TN,15,47,Cannon
NA,NA,TN,17,47,Carroll
3660,NA,TN,19,47,Carter
5360,NA,TN,21,47,Cheatham
NA,NA,TN,23,47,Chester
NA,NA,TN,25,47,Claiborne
NA,NA,TN,27,47,Clay
NA,NA,TN,29,47,Cocke
NA,NA,TN,31,47,Coffee
NA,NA,TN,33,47,Crockett
NA,NA,TN,35,47,Cumberland
5360,NA,TN,37,47,Davidson
NA,NA,TN,39,47,Decatur
NA,NA,TN,41,47,DeKalb
5360,NA,TN,43,47,Dickson
NA,NA,TN,45,47,Dyer
4920,NA,TN,47,47,Fayette
NA,NA,TN,49,47,Fentress
NA,NA,TN,51,47,Franklin
NA,NA,TN,53,47,Gibson
NA,NA,TN,55,47,Giles
NA,NA,TN,57,47,Grainger
NA,NA,TN,59,47,Greene
NA,NA,TN,61,47,Grundy
NA,NA,TN,63,47,Hamblen
1560,NA,TN,65,47,Hamilton
NA,NA,TN,67,47,Hancock
NA,NA,TN,69,47,Hardeman
NA,NA,TN,71,47,Hardin
3660,NA,TN,73,47,Hawkins
NA,NA,TN,75,47,Haywood
NA,NA,TN,77,47,Henderson
NA,NA,TN,79,47,Henry
NA,NA,TN,81,47,Hickman
NA,NA,TN,83,47,Houston
NA,NA,TN,85,47,Humphreys
NA,NA,TN,87,47,Jackson
NA,NA,TN,89,47,Jefferson
NA,NA,TN,91,47,Johnson
3840,NA,TN,93,47,Knox
NA,NA,TN,95,47,Lake
NA,NA,TN,97,47,Lauderdale
NA,NA,TN,99,47,Lawrence
NA,NA,TN,101,47,Lewis
NA,NA,TN,103,47,Lincoln
3840,NA,TN,105,47,Loudon
NA,NA,TN,107,47,McMinn
NA,NA,TN,109,47,McNairy
NA,NA,TN,111,47,Macon
NA,NA,TN,113,47,Madison
NA,NA,TN,115,47,Marion
NA,NA,TN,117,47,Marshall
NA,NA,TN,119,47,Maury
NA,NA,TN,121,47,Meigs
NA,NA,TN,123,47,Monroe
1660,NA,TN,125,47,Montgomery
NA,NA,TN,127,47,Moore
NA,NA,TN,129,47,Morgan
NA,NA,TN,131,47,Obion
NA,NA,TN,133,47,Overton
NA,NA,TN,135,47,Perry
NA,NA,TN,137,47,Pickett
NA,NA,TN,139,47,Polk
NA,NA,TN,141,47,Putnam
NA,NA,TN,143,47,Rhea
NA,NA,TN,145,47,Roane
5360,NA,TN,147,47,Robertson
5360,NA,TN,149,47,Rutherford
NA,NA,TN,151,47,Scott
NA,NA,TN,153,47,Sequatchie
3840,NA,TN,155,47,Sevier
4920,NA,TN,157,47,Shelby
NA,NA,TN,159,47,Smith
NA,NA,TN,161,47,Stewart
3660,NA,TN,163,47,Sullivan
5360,NA,TN,165,47,Sumner
4920,NA,TN,167,47,Tipton
NA,NA,TN,169,47,Trousdale
3660,NA,TN,171,47,Unicoi
3840,NA,TN,173,47,Union
NA,NA,TN,175,47,Van Buren
NA,NA,TN,177,47,Warren
3660,NA,TN,179,47,Washington
NA,NA,TN,181,47,Wayne
NA,NA,TN,183,47,Weakley
NA,NA,TN,185,47,White
5360,NA,TN,187,47,Williamson
5360,NA,TN,189,47,Wilson
NA,NA,TX,1,48,Anderson
NA,NA,TX,3,48,Andrews
NA,NA,TX,5,48,Angelina
NA,NA,TX,7,48,Aransas
9080,NA,TX,9,48,Archer
NA,NA,TX,11,48,Armstrong
NA,NA,TX,13,48,Atascosa
NA,NA,TX,15,48,Austin
NA,NA,TX,17,48,Bailey
NA,NA,TX,19,48,Bandera
640,NA,TX,21,48,Bastrop
NA,NA,TX,23,48,Baylor
NA,NA,TX,25,48,Bee
3810,NA,TX,27,48,Bell
7240,NA,TX,29,48,Bexar
NA,NA,TX,31,48,Blanco
NA,NA,TX,33,48,Borden
NA,NA,TX,35,48,Bosque
8360,NA,TX,37,48,Bowie
3362,1145,TX,39,48,Brazoria
1260,NA,TX,41,48,Brazos
NA,NA,TX,43,48,Brewster
NA,NA,TX,45,48,Briscoe
NA,NA,TX,47,48,Brooks
NA,NA,TX,49,48,Brown
NA,NA,TX,51,48,Burleson
NA,NA,TX,53,48,Burnet
640,NA,TX,55,48,Caldwell
NA,NA,TX,57,48,Calhoun
NA,NA,TX,59,48,Callahan
1240,NA,TX,61,48,Cameron
NA,NA,TX,63,48,Camp
NA,NA,TX,65,48,Carson
NA,NA,TX,67,48,Cass
NA,NA,TX,69,48,Castro
3362,3360,TX,71,48,Chambers
NA,NA,TX,73,48,Cherokee
NA,NA,TX,75,48,Childress
NA,NA,TX,77,48,Clay
NA,NA,TX,79,48,Cochran
NA,NA,TX,81,48,Coke
NA,NA,TX,83,48,Coleman
1922,1920,TX,85,48,Collin
NA,NA,TX,87,48,Collingsworth
NA,NA,TX,89,48,Colorado
7240,NA,TX,91,48,Comal
NA,NA,TX,93,48,Comanche
NA,NA,TX,95,48,Concho
NA,NA,TX,97,48,Cooke
3810,NA,TX,99,48,Coryell
NA,NA,TX,101,48,Cottle
NA,NA,TX,103,48,Crane
NA,NA,TX,105,48,Crockett
NA,NA,TX,107,48,Crosby
NA,NA,TX,109,48,Culberson
NA,NA,TX,111,48,Dallam
1922,1920,TX,113,48,Dallas
NA,NA,TX,115,48,Dawson
NA,NA,TX,117,48,Deaf Smith
NA,NA,TX,119,48,Delta
1922,1920,TX,121,48,Denton
NA,NA,TX,123,48,De Witt
NA,NA,TX,125,48,Dickens
NA,NA,TX,127,48,Dimmit
NA,NA,TX,129,48,Donley
NA,NA,TX,131,48,Duval
NA,NA,TX,133,48,Eastland
5800,NA,TX,135,48,Ector
NA,NA,TX,137,48,Edwards
1922,1920,TX,139,48,Ellis
2320,NA,TX,141,48,El Paso
NA,NA,TX,143,48,Erath
NA,NA,TX,145,48,Falls
NA,NA,TX,147,48,Fannin
NA,NA,TX,149,48,Fayette
NA,NA,TX,151,48,Fisher
NA,NA,TX,153,48,Floyd
NA,NA,TX,155,48,Foard
3362,3360,TX,157,48,Fort Bend
NA,NA,TX,159,48,Franklin
NA,NA,TX,161,48,Freestone
NA,NA,TX,163,48,Frio
NA,NA,TX,165,48,Gaines
3362,2920,TX,167,48,Galveston
NA,NA,TX,169,48,Garza
NA,NA,TX,171,48,Gillespie
NA,NA,TX,173,48,Glasscock
NA,NA,TX,175,48,Goliad
NA,NA,TX,177,48,Gonzales
NA,NA,TX,179,48,Gray
7640,NA,TX,181,48,Grayson
4420,NA,TX,183,48,Gregg
NA,NA,TX,185,48,Grimes
7240,NA,TX,187,48,Guadalupe
NA,NA,TX,189,48,Hale
NA,NA,TX,191,48,Hall
NA,NA,TX,193,48,Hamilton
NA,NA,TX,195,48,Hansford
NA,NA,TX,197,48,Hardeman
840,NA,TX,199,48,Hardin
3362,3360,TX,201,48,Harris
4420,NA,TX,203,48,Harrison
NA,NA,TX,205,48,Hartley
NA,NA,TX,207,48,Haskell
640,NA,TX,209,48,Hays
NA,NA,TX,211,48,Hemphill
1922,1920,TX,213,48,Henderson
4880,NA,TX,215,48,Hidalgo
NA,NA,TX,217,48,Hill
NA,NA,TX,219,48,Hockley
1922,2800,TX,221,48,Hood
NA,NA,TX,223,48,Hopkins
NA,NA,TX,225,48,Houston
NA,NA,TX,227,48,Howard
NA,NA,TX,229,48,Hudspeth
1922,1920,TX,231,48,Hunt
NA,NA,TX,233,48,Hutchinson
NA,NA,TX,235,48,Irion
NA,NA,TX,237,48,Jack
NA,NA,TX,239,48,Jackson
NA,NA,TX,241,48,Jasper
NA,NA,TX,243,48,Jeff Davis
840,NA,TX,245,48,Jefferson
NA,NA,TX,247,48,Jim Hogg
NA,NA,TX,249,48,Jim Wells
1922,2800,TX,251,48,Johnson
NA,NA,TX,253,48,Jones
NA,NA,TX,255,48,Karnes
1922,1920,TX,257,48,Kaufman
NA,NA,TX,259,48,Kendall
NA,NA,TX,261,48,Kenedy
NA,NA,TX,263,48,Kent
NA,NA,TX,265,48,Kerr
NA,NA,TX,267,48,Kimble
NA,NA,TX,269,48,King
NA,NA,TX,271,48,Kinney
NA,NA,TX,273,48,Kleberg
NA,NA,TX,275,48,Knox
NA,NA,TX,277,48,Lamar
NA,NA,TX,279,48,Lamb
NA,NA,TX,281,48,Lampasas
NA,NA,TX,283,48,La Salle
NA,NA,TX,285,48,Lavaca
NA,NA,TX,287,48,Lee
NA,NA,TX,289,48,Leon
3362,3360,TX,291,48,Liberty
NA,NA,TX,293,48,Limestone
NA,NA,TX,295,48,Lipscomb
NA,NA,TX,297,48,Live Oak
NA,NA,TX,299,48,Llano
NA,NA,TX,301,48,Loving
4600,NA,TX,303,48,Lubbock
NA,NA,TX,305,48,Lynn
NA,NA,TX,307,48,McCulloch
8800,NA,TX,309,48,McLennan
NA,NA,TX,311,48,McMullen
NA,NA,TX,313,48,Madison
NA,NA,TX,315,48,Marion
NA,NA,TX,317,48,Martin
NA,NA,TX,319,48,Mason
NA,NA,TX,321,48,Matagorda
NA,NA,TX,323,48,Maverick
NA,NA,TX,325,48,Medina
NA,NA,TX,327,48,Menard
5800,NA,TX,329,48,Midland
NA,NA,TX,331,48,Milam
NA,NA,TX,333,48,Mills
NA,NA,TX,335,48,Mitchell
NA,NA,TX,337,48,Montague
3362,3360,TX,339,48,Montgomery
NA,NA,TX,341,48,Moore
NA,NA,TX,343,48,Morris
NA,NA,TX,345,48,Motley
NA,NA,TX,347,48,Nacogdoches
NA,NA,TX,349,48,Navarro
NA,NA,TX,351,48,Newton
NA,NA,TX,353,48,Nolan
1880,NA,TX,355,48,Nueces
NA,NA,TX,357,48,Ochiltree
NA,NA,TX,359,48,Oldham
840,NA,TX,361,48,Orange
NA,NA,TX,363,48,Palo Pinto
NA,NA,TX,365,48,Panola
1922,2800,TX,367,48,Parker
NA,NA,TX,369,48,Parmer
NA,NA,TX,371,48,Pecos
NA,NA,TX,373,48,Polk
320,NA,TX,375,48,Potter
NA,NA,TX,377,48,Presidio
NA,NA,TX,379,48,Rains
320,NA,TX,381,48,Randall
NA,NA,TX,383,48,Reagan
NA,NA,TX,385,48,Real
NA,NA,TX,387,48,Red River
NA,NA,TX,389,48,Reeves
NA,NA,TX,391,48,Refugio
NA,NA,TX,393,48,Roberts
NA,NA,TX,395,48,Robertson
1922,1920,TX,397,48,Rockwall
NA,NA,TX,399,48,Runnels
NA,NA,TX,401,48,Rusk
NA,NA,TX,403,48,Sabine
NA,NA,TX,405,48,San Augustine
NA,NA,TX,407,48,San Jacinto
1880,NA,TX,409,48,San Patricio
NA,NA,TX,411,48,San Saba
NA,NA,TX,413,48,Schleicher
NA,NA,TX,415,48,Scurry
NA,NA,TX,417,48,Shackelford
NA,NA,TX,419,48,Shelby
NA,NA,TX,421,48,Sherman
8640,NA,TX,423,48,Smith
NA,NA,TX,425,48,Somervell
NA,NA,TX,427,48,Starr
NA,NA,TX,429,48,Stephens
NA,NA,TX,431,48,Sterling
NA,NA,TX,433,48,Stonewall
NA,NA,TX,435,48,Sutton
NA,NA,TX,437,48,Swisher
1922,2800,TX,439,48,Tarrant
40,NA,TX,441,48,Taylor
NA,NA,TX,443,48,Terrell
NA,NA,TX,445,48,Terry
NA,NA,TX,447,48,Throckmorton
NA,NA,TX,449,48,Titus
7200,NA,TX,451,48,Tom Green
640,NA,TX,453,48,Travis
NA,NA,TX,455,48,Trinity
NA,NA,TX,457,48,Tyler
4420,NA,TX,459,48,Upshur
NA,NA,TX,461,48,Upton
NA,NA,TX,463,48,Uvalde
NA,NA,TX,465,48,Val Verde
NA,NA,TX,467,48,Van Zandt
8750,NA,TX,469,48,Victoria
NA,NA,TX,471,48,Walker
3362,3360,TX,473,48,Waller
NA,NA,TX,475,48,Ward
NA,NA,TX,477,48,Washington
4080,NA,TX,479,48,Webb
NA,NA,TX,481,48,Wharton
NA,NA,TX,483,48,Wheeler
9080,NA,TX,485,48,Wichita
NA,NA,TX,487,48,Wilbarger
NA,NA,TX,489,48,Willacy
640,NA,TX,491,48,Williamson
7240,NA,TX,493,48,Wilson
NA,NA,TX,495,48,Winkler
NA,NA,TX,497,48,Wise
NA,NA,TX,499,48,Wood
NA,NA,TX,501,48,Yoakum
NA,NA,TX,503,48,Young
NA,NA,TX,505,48,Zapata
NA,NA,TX,507,48,Zavala
NA,NA,UT,1,49,Beaver
NA,NA,UT,3,49,Box Elder
NA,NA,UT,5,49,Cache
NA,NA,UT,7,49,Carbon
NA,NA,UT,9,49,Daggett
7160,NA,UT,11,49,Davis
NA,NA,UT,13,49,Duchesne
NA,NA,UT,15,49,Emery
NA,NA,UT,17,49,Garfield
NA,NA,UT,19,49,Grand
NA,NA,UT,21,49,Iron
NA,NA,UT,23,49,Juab
NA,NA,UT,25,49,Kane
NA,NA,UT,27,49,Millard
NA,NA,UT,29,49,Morgan
NA,NA,UT,31,49,Piute
NA,NA,UT,33,49,Rich
7160,NA,UT,35,49,Salt Lake
NA,NA,UT,37,49,San Juan
NA,NA,UT,39,49,Sanpete
NA,NA,UT,41,49,Sevier
NA,NA,UT,43,49,Summit
NA,NA,UT,45,49,Tooele
NA,NA,UT,47,49,Uintah
6520,NA,UT,49,49,Utah
NA,NA,UT,51,49,Wasatch
NA,NA,UT,53,49,Washington
NA,NA,UT,55,49,Wayne
7160,NA,UT,57,49,Weber
NA,NA,VA,1,51,Accomack
1540,NA,VA,3,51,Albemarle
NA,NA,VA,5,51,Alleghany
NA,NA,VA,7,51,Amelia
4640,NA,VA,9,51,Amherst
NA,NA,VA,11,51,Appomattox
8872,8840,VA,13,51,Arlington
NA,NA,VA,15,51,Augusta
NA,NA,VA,17,51,Bath
4640,NA,VA,19,51,Bedford
NA,NA,VA,21,51,Bland
6800,NA,VA,23,51,Botetourt
NA,NA,VA,25,51,Brunswick
NA,NA,VA,27,51,Buchanan
NA,NA,VA,29,51,Buckingham
4640,NA,VA,31,51,Campbell
NA,NA,VA,33,51,Caroline
NA,NA,VA,35,51,Carroll
6760,NA,VA,36,51,Charles City
NA,NA,VA,37,51,Charlotte
6760,NA,VA,41,51,Chesterfield
8872,8840,VA,43,51,Clarke
NA,NA,VA,45,51,Craig
8872,8840,VA,47,51,Culpeper
NA,NA,VA,49,51,Cumberland
NA,NA,VA,51,51,Dickenson
6760,NA,VA,53,51,Dinwiddie
NA,NA,VA,57,51,Essex
8872,8840,VA,59,51,Fairfax
8872,8840,VA,61,51,Fauquier
NA,NA,VA,63,51,Floyd
1540,NA,VA,65,51,Fluvanna
NA,NA,VA,67,51,Franklin
NA,NA,VA,69,51,Frederick
NA,NA,VA,71,51,Giles
5720,NA,VA,73,51,Gloucester
6760,NA,VA,75,51,Goochland
NA,NA,VA,77,51,Grayson
1540,NA,VA,79,51,Greene
NA,NA,VA,81,51,Greensville
NA,NA,VA,83,51,Halifax
6760,NA,VA,85,51,Hanover
6760,NA,VA,87,51,Henrico
NA,NA,VA,89,51,Henry
NA,NA,VA,91,51,Highland
5720,NA,VA,93,51,Isle of Wight
5720,NA,VA,95,51,James City
NA,NA,VA,97,51,King and Queen
8872,8840,VA,99,51,King George
NA,NA,VA,101,51,King William
NA,NA,VA,103,51,Lancaster
NA,NA,VA,105,51,Lee
8872,8840,VA,107,51,Loudoun
NA,NA,VA,109,51,Louisa
NA,NA,VA,111,51,Lunenburg
NA,NA,VA,113,51,Madison
5720,NA,VA,115,51,Mathews
NA,NA,VA,117,51,Mecklenburg
NA,NA,VA,119,51,Middlesex
NA,NA,VA,121,51,Montgomery
NA,NA,VA,125,51,Nelson
6760,NA,VA,127,51,New Kent
NA,NA,VA,131,51,Northampton
NA,NA,VA,133,51,Northumberland
NA,NA,VA,135,51,Nottoway
NA,NA,VA,137,51,Orange
NA,NA,VA,139,51,Page
NA,NA,VA,141,51,Patrick
1950,NA,VA,143,51,Pittsylvania
6760,NA,VA,145,51,Powhatan
NA,NA,VA,147,51,Prince Edward
6760,NA,VA,149,51,Prince George
8872,8840,VA,153,51,Prince William
NA,NA,VA,155,51,Pulaski
NA,NA,VA,157,51,Rappahannock
NA,NA,VA,159,51,Richmond
6800,NA,VA,161,51,Roanoke
NA,NA,VA,163,51,Rockbridge
NA,NA,VA,165,51,Rockingham
